user_id,user_first_touch_timestamp,email
UA000000107383319,1593879310749315,null
UA000000107383391,1593879319764217,null
UA000000107383453,1593879326920753,null
UA000000107383486,1593879331286120,doughertydarlene@yahoo.com
UA000000107383486,1593879331286120,null
UA000000107383531,1593879336265416,null
UA000000107383635,1593879348482720,null
UA000000107383652,1593879350854706,taylorspencer@hughes.com
UA000000107383652,1593879350854706,null
UA000000107383981,1593879387457305,null
UA000000107384172,1593879409361515,brownjustin@yahoo.com
UA000000107384172,1593879409361515,null
UA000000107384208,1593879413256859,sarahfields@vaughn.net
UA000000107384208,1593879413256859,null
UA000000107384227,1593879414941713,null
UA000000107384281,1593879419958793,null
UA000000107384398,1593879432500005,null
UA000000107384430,1593879436288445,null
UA000000107384438,1593879437309260,null
UA000000107384602,1593879455703282,null
UA000000107384682,1593879463376278,carl60@cobb.com
UA000000107384682,1593879463376278,null
UA000000107384806,1593879474777300,null
UA000000107384818,1593879475954537,null
UA000000107384860,1593879480033527,null
UA000000107384903,1593879484619391,null
UA000000107384948,1593879488463389,null
UA000000107385001,1593879493657387,null
UA000000107385063,1593879500417078,null
UA000000107385097,1593879503555433,null
UA000000107385140,1593879510065517,null
UA000000107385170,1593879513293082,null
UA000000107385269,1593879524256811,null
UA000000107385415,1593879540753710,null
UA000000107385455,1593879544797107,null
UA000000107385531,1593879553122049,jonathan47@jackson.com
UA000000107385531,1593879553122049,null
UA000000107385645,1593879565632806,null
UA000000107385738,1593879574204499,null
UA000000107385872,1593879586532409,null
UA000000107385958,1593879596762016,null
UA000000107386101,1593879612953710,null
UA000000107386109,1593879613964540,null
UA000000107386137,1593879617199799,null
UA000000107386170,1593879620724482,null
UA000000107386262,1593879630135690,eperry59@gmail.com
UA000000107386262,1593879630135690,null
UA000000107386291,1593879633512898,null
UA000000107386311,1593879635914452,null
UA000000107386328,1593879638157328,null
UA000000107386390,1593879644054318,null
UA000000107386418,1593879647520414,null
UA000000107386464,1593879652288967,null
UA000000107386507,1593879656687856,null
UA000000107386622,1593879668638703,null
UA000000107386648,1593879672740403,null
UA000000107386733,1593879683146146,null
UA000000107386796,1593879691185966,null
UA000000107386834,1593879696449871,null
UA000000107386853,1593879697714825,null
UA000000107386855,1593879697818553,null
UA000000107386871,1593879699678541,null
UA000000107386871,1593879699678541,fordcharles@mata.biz
UA000000107386926,1593879706173417,null
UA000000107387141,1593879728916324,null
UA000000107387142,1593879728995846,null
UA000000107387275,1593879744269144,null
UA000000107387295,1593879746415132,null
UA000000107387302,1593879746802437,null
UA000000107387396,1593879758441937,null
UA000000107387592,1593879781176372,null
UA000000107387609,1593879783099225,null
UA000000107387680,1593879790747100,null
UA000000107387701,1593879792474102,null
UA000000107387777,1593879800943012,null
UA000000107388026,1593879826742839,null
UA000000107388029,1593879827065190,null
UA000000107388034,1593879827727781,null
UA000000107388182,1593879843590817,null
UA000000107388217,1593879847360123,robin93@yahoo.com
UA000000107388217,1593879847360123,null
UA000000107388218,1593879847499191,null
UA000000107388394,1593879865482251,null
UA000000107388547,1593879881541587,null
UA000000107388551,1593879881982730,robertwatson@cohen.biz
UA000000107388551,1593879881982730,null
UA000000107388571,1593879884231619,null
UA000000107388621,1593879889503719,tyu90@yahoo.com
UA000000107388621,1593879889503719,null
UA000000107388672,1593879895072086,null
UA000000107388886,1593879920642871,null
UA000000107388994,1593879931463481,null
UA000000107388998,1593879931646072,null
UA000000107389000,1593879931998367,null
UA000000107389025,1593879934123182,null
UA000000107389134,1593879945728046,null
UA000000107389189,1593879953577914,null
UA000000107389227,1593879958269921,null
UA000000107389466,1593879986086280,null
UA000000107389508,1593879989585638,null
UA000000107389522,1593879991213990,null
UA000000107389632,1593880004350404,vvincent@rodriguez-robinson.info
UA000000107389632,1593880004350404,null
UA000000107389646,1593880006191538,null
UA000000107389648,1593880006994297,null
UA000000107389757,1593880018826136,null
UA000000107389777,1593880021223028,null
UA000000107389788,1593880022254274,null
UA000000107390001,1593880045941529,null
UA000000107390063,1593880050437337,null
UA000000107390077,1593880051341805,null
UA000000107390411,1593880083228962,sanchezstephanie@myers.biz
UA000000107390411,1593880083228962,null
UA000000107390422,1593880084619479,null
UA000000107390507,1593880092810800,null
UA000000107390621,1593880103188532,null
UA000000107390629,1593880104588113,null
UA000000107390696,1593880111456049,null
UA000000107390698,1593880111810856,epage@yahoo.com
UA000000107390698,1593880111810856,null
UA000000107390902,1593880134345881,null
UA000000107390954,1593880139377068,null
UA000000107390967,1593880140862542,null
UA000000107391000,1593880144195840,null
UA000000107391033,1593880147955604,null
UA000000107391194,1593880164705129,null
UA000000107391279,1593880174821158,null
UA000000107391351,1593880182034990,null
UA000000107391390,1593880185091839,null
UA000000107391424,1593880188389015,null
UA000000107391464,1593880191868688,null
UA000000107391569,1593880203786365,null
UA000000107391643,1593880210836589,null
UA000000107391793,1593880225147512,null
UA000000107391879,1593880232918105,null
UA000000107391898,1593880234896890,null
UA000000107391904,1593880235169961,null
UA000000107391928,1593880237719679,null
UA000000107391945,1593880238949715,null
UA000000107392048,1593880253710175,null
UA000000107392056,1593880254888398,null
UA000000107392081,1593880257071825,null
UA000000107392123,1593880260748743,roger78@glover-kelly.net
UA000000107392123,1593880260748743,null
UA000000107392129,1593880261347262,null
UA000000107392173,1593880265143320,null
UA000000107392310,1593880281099478,null
UA000000107392333,1593880284391703,null
UA000000107392363,1593880289034231,null
UA000000107392393,1593880292432589,null
UA000000107392486,1593880303058277,null
UA000000107392506,1593880304572405,null
UA000000107392560,1593880310389113,stephanie6542@yahoo.com
UA000000107392560,1593880310389113,null
UA000000107392672,1593880321809403,null
UA000000107392806,1593880334799454,null
UA000000107392818,1593880336410795,null
UA000000107392932,1593880350358675,null
UA000000107392949,1593880352401991,null
UA000000107393413,1593880402234983,null
UA000000107393415,1593880402450882,null
UA000000107393424,1593880403251667,null
UA000000107393497,1593880410065787,null
UA000000107393498,1593880410301936,whiteheadashley@murphy.com
UA000000107393498,1593880410301936,null
UA000000107393650,1593880425860630,null
UA000000107393885,1593880452840232,null
UA000000107394070,1593880469503919,null
UA000000107394130,1593880476257287,aaron0825@yahoo.com
UA000000107394130,1593880476257287,null
UA000000107394133,1593880476582078,null
UA000000107394152,1593880478300052,null
UA000000107394347,1593880499565996,null
UA000000107394901,1593880558060201,null
UA000000107394957,1593880562374894,null
UA000000107395096,1593880577080172,null
UA000000107395155,1593880582958927,null
UA000000107395172,1593880584309613,null
UA000000107395247,1593880592239050,null
UA000000107395303,1593880598679137,null
UA000000107395340,1593880602482649,null
UA000000107395420,1593880610558897,null
UA000000107395496,1593880617341448,null
UA000000107395607,1593880630161567,null
UA000000107395650,1593880634498549,null
UA000000107395675,1593880636563492,null
UA000000107395749,1593880643369331,null
UA000000107395817,1593880650144161,null
UA000000107395879,1593880656199006,null
UA000000107395892,1593880657247147,terriblackwell@yahoo.com
UA000000107395892,1593880657247147,null
UA000000107395977,1593880665627376,null
UA000000107396130,1593880679716628,null
UA000000107396247,1593880691930051,null
UA000000107396266,1593880694526948,null
UA000000107396282,1593880695744826,null
UA000000107396286,1593880695978108,null
UA000000107396353,1593880701701774,null
UA000000107396442,1593880710821490,null
UA000000107396623,1593880729229880,null
UA000000107396632,1593880730854460,null
UA000000107396693,1593880736975718,null
UA000000107396767,1593880744802170,null
UA000000107396771,1593880744915688,null
UA000000107396856,1593880753286903,null
UA000000107396942,1593880763048089,null
UA000000107397075,1593880777907707,kellyshawn@fitzgerald-becker.com
UA000000107397075,1593880777907707,null
UA000000107397243,1593880797264207,null
UA000000107397323,1593880805341862,null
UA000000107397356,1593880808519776,null
UA000000107397512,1593880824305898,duffyjennifer@terrell.com
UA000000107397512,1593880824305898,null
UA000000107397586,1593880832658403,null
UA000000107397730,1593880847461862,null
UA000000107397831,1593880859275952,null
UA000000107397874,1593880862739252,null
UA000000107398326,1593880912994211,null
UA000000107398374,1593880918097224,null
UA000000107398441,1593880925887719,null
UA000000107398527,1593880935459038,null
UA000000107398537,1593880937490247,null
UA000000107398722,1593880958302321,null
UA000000107398756,1593880961284063,null
UA000000107398810,1593880967354231,null
UA000000107398902,1593880976593570,null
UA000000107398997,1593880985683066,null
UA000000107399000,1593880985859933,null
UA000000107399049,1593880991329675,null
UA000000107399057,1593880992210337,null
UA000000107399062,1593880992578257,null
UA000000107399063,1593880992739460,null
UA000000107399125,1593880999423367,null
UA000000107399212,1593881008050866,null
UA000000107399397,1593881027173810,null
UA000000107399435,1593881031167490,null
UA000000107399454,1593881032892904,null
UA000000107399457,1593881033248753,null
UA000000107399463,1593881033738127,null
UA000000107399467,1593881034360958,null
UA000000107399536,1593881040655613,null
UA000000107399571,1593881044226032,null
UA000000107399588,1593881046289464,null
UA000000107399602,1593881047258342,null
UA000000107399617,1593881048529770,null
UA000000107400002,1593881092028726,null
UA000000107335605,1593873851950592,danielcarrillo@smith.com
UA000000107342625,1593874719224880,xjoseph@miller.biz
UA000000107347151,1593875250452082,melissamcdaniel@gmail.com
UA000000107349198,1593875490748942,hwhite@hall.com
UA000000107361913,1593876958536774,nancyrussell@yahoo.com
UA000000107365477,1593877345585587,jessicamoore@harris-moore.com
UA000000107367865,1593877601057913,mtownsend47@hotmail.com
UA000000107371595,1593878018760124,shanecarter@snyder.com
UA000000107372677,1593878140759426,wilsonkrista@gmail.com
UA000000107374412,1593878324447653,manuel42@harris.net
UA000000107375977,1593878503705472,michellegriffin@yahoo.com
UA000000107377316,1593878651453045,shill44@gmail.com
UA000000107378168,1593878750340890,walterlarson@gmail.com
UA000000107378356,1593878772516507,james23@robinson-johnson.info
UA000000107378765,1593878817016331,hortondavid@jones.biz
UA000000107382070,1593879176925452,lewisderek30@gmail.com
UA000000107382157,1593879186022491,mlee@avery.com
UA000000107382233,1593879195262047,david75@anderson.org
UA000000107382322,1593879203428647,isaac12@noble.com
UA000000107383267,1593879305451263,null
UA000000107383284,1593879307247087,burnslisa@evans.com
UA000000107383284,1593879307247087,null
UA000000107383287,1593879307858227,null
UA000000107383410,1593879322768289,null
UA000000107383456,1593879327493254,null
UA000000107383558,1593879338996501,null
UA000000107383593,1593879342810049,null
UA000000107383761,1593879361965748,null
UA000000107383793,1593879365052456,null
UA000000107383819,1593879367599707,null
UA000000107383849,1593879371582673,null
UA000000107383998,1593879389533313,null
UA000000107384115,1593879400898143,null
UA000000107384127,1593879402663557,null
UA000000107384137,1593879404219883,null
UA000000107384229,1593879415388116,camerontammy@evans.com
UA000000107384229,1593879415388116,null
UA000000107384267,1593879418920925,null
UA000000107384338,1593879425494195,null
UA000000107384516,1593879447047419,null
UA000000107384717,1593879467027972,null
UA000000107384820,1593879476043994,null
UA000000107384910,1593879485240217,shawngregory@fisher.com
UA000000107384910,1593879485240217,null
UA000000107385006,1593879493802206,null
UA000000107385009,1593879494031987,null
UA000000107385010,1593879494107101,null
UA000000107385013,1593879494503397,kevin27@daniel.info
UA000000107385013,1593879494503397,null
UA000000107385309,1593879527753656,null
UA000000107385311,1593879527948149,null
UA000000107385343,1593879531543772,null
UA000000107385464,1593879545431617,null
UA000000107385543,1593879554510127,crawfordjennifer43@hotmail.com
UA000000107385543,1593879554510127,null
UA000000107385582,1593879558057530,null
UA000000107385625,1593879563145312,null
UA000000107385788,1593879579078046,null
UA000000107385819,1593879581581502,null
UA000000107385948,1593879595471848,null
UA000000107386035,1593879604921976,null
UA000000107386042,1593879605804972,null
UA000000107386078,1593879609806381,null
UA000000107386316,1593879636518841,null
UA000000107386426,1593879648132933,null
UA000000107386483,1593879654517782,null
UA000000107386736,1593879683511265,null
UA000000107386873,1593879699984785,null
UA000000107386923,1593879706067762,lisa6759@gmail.com
UA000000107386923,1593879706067762,null
UA000000107386980,1593879712533364,murphyjoshua52@gmail.com
UA000000107386980,1593879712533364,null
UA000000107386989,1593879713184539,null
UA000000107387111,1593879725457747,jessica90@chavez.org
UA000000107387111,1593879725457747,null
UA000000107387351,1593879752403038,null
UA000000107387375,1593879755113435,null
UA000000107387491,1593879768644004,null
UA000000107387512,1593879771477297,null
UA000000107387518,1593879771682787,null
UA000000107387698,1593879792325183,null
UA000000107387752,1593879798317557,null
UA000000107387864,1593879809923923,null
UA000000107387951,1593879819646094,null
UA000000107388009,1593879824871180,null
UA000000107388014,1593879825481864,null
UA000000107388054,1593879829406346,null
UA000000107388089,1593879833499558,null
UA000000107388131,1593879838371698,null
UA000000107388141,1593879839403268,null
UA000000107388229,1593879848686128,null
UA000000107388351,1593879860936142,null
UA000000107388503,1593879876501779,null
UA000000107388595,1593879886915469,alejandro75@yahoo.com
UA000000107388595,1593879886915469,null
UA000000107388696,1593879899233295,null
UA000000107388969,1593879929092162,null
UA000000107389013,1593879933048069,null
UA000000107389017,1593879933527656,null
UA000000107389068,1593879939071008,null
UA000000107389076,1593879939640888,null
UA000000107389087,1593879940221852,null
UA000000107389130,1593879945087079,null
UA000000107389199,1593879954884396,null
UA000000107389258,1593879961889381,null
UA000000107389261,1593879962219851,null
UA000000107389264,1593879962592987,null
UA000000107389336,1593879971166622,null
UA000000107389384,1593879976738095,null
UA000000107389462,1593879985598978,null
UA000000107389688,1593880011286910,null
UA000000107389731,1593880016421389,null
UA000000107389754,1593880018663927,null
UA000000107389875,1593880032236265,null
UA000000107389927,1593880038505481,null
UA000000107389938,1593880040444337,null
UA000000107389986,1593880044692990,perryedward@wong.net
UA000000107389986,1593880044692990,null
UA000000107390061,1593880050339335,null
UA000000107390083,1593880051738710,grimesjeffrey@gmail.com
UA000000107390083,1593880051738710,null
UA000000107390136,1593880056887816,null
UA000000107390157,1593880058730427,null
UA000000107390329,1593880076373679,null
UA000000107390474,1593880089455845,null
UA000000107390706,1593880112491510,null
UA000000107390744,1593880116679089,null
UA000000107390813,1593880123959696,null
UA000000107391248,1593880170886599,null
UA000000107391283,1593880175631019,null
UA000000107391285,1593880175647418,null
UA000000107391300,1593880177065443,null
UA000000107391311,1593880178139486,null
UA000000107391367,1593880183498523,null
UA000000107391449,1593880190528826,null
UA000000107391668,1593880213155972,null
UA000000107391692,1593880214723787,null
UA000000107391718,1593880217380611,null
UA000000107391820,1593880227769377,null
UA000000107391864,1593880231874510,null
UA000000107392001,1593880247535430,sjones@woods-thomas.com
UA000000107392001,1593880247535430,null
UA000000107392004,1593880247866687,null
UA000000107392157,1593880263719877,null
UA000000107392458,1593880300696751,null
UA000000107392513,1593880305774456,null
UA000000107392696,1593880325220104,null
UA000000107392745,1593880329679096,null
UA000000107392911,1593880348796118,null
UA000000107392935,1593880350666198,null
UA000000107392955,1593880353834212,null
UA000000107392966,1593880354672651,null
UA000000107392970,1593880354817237,null
UA000000107393002,1593880359246306,null
UA000000107393151,1593880376860428,null
UA000000107393173,1593880378928022,null
UA000000107393213,1593880382338062,null
UA000000107393216,1593880382734336,null
UA000000107393216,1593880382734336,jennifer8558@yahoo.com
UA000000107393334,1593880394818614,null
UA000000107393371,1593880398474075,null
UA000000107393545,1593880414851849,null
UA000000107393601,1593880421566264,null
UA000000107393693,1593880430697779,null
UA000000107393701,1593880432147540,null
UA000000107393850,1593880448977675,null
UA000000107394058,1593880468758970,null
UA000000107394060,1593880468798591,null
UA000000107394098,1593880472736762,null
UA000000107394170,1593880480286227,null
UA000000107394315,1593880496104603,null
UA000000107394333,1593880498408016,null
UA000000107394419,1593880508148107,null
UA000000107394485,1593880513722304,null
UA000000107394488,1593880514077789,null
UA000000107394509,1593880516278069,null
UA000000107394817,1593880551187256,null
UA000000107394869,1593880555645472,null
UA000000107394978,1593880564994071,null
UA000000107395153,1593880582750116,null
UA000000107395231,1593880590830963,null
UA000000107395385,1593880607395213,null
UA000000107395391,1593880608065858,null
UA000000107395417,1593880610355731,null
UA000000107395424,1593880610993176,null
UA000000107395545,1593880623934093,melissaduncan@hotmail.com
UA000000107395545,1593880623934093,null
UA000000107395627,1593880631766424,null
UA000000107395800,1593880648355708,null
UA000000107395804,1593880648636306,null
UA000000107395875,1593880655679842,null
UA000000107395896,1593880657626013,null
UA000000107395924,1593880660607237,null
UA000000107396002,1593880668054708,null
UA000000107396074,1593880674737173,hmurphy@roy.info
UA000000107396074,1593880674737173,null
UA000000107396233,1593880690463525,null
UA000000107396409,1593880707983293,null
UA000000107396498,1593880716726932,null
UA000000107396628,1593880730495655,null
UA000000107396689,1593880736208438,null
UA000000107396790,1593880747341453,null
UA000000107396962,1593880765310667,null
UA000000107397092,1593880779170586,null
UA000000107397093,1593880779181805,null
UA000000107397153,1593880786237474,null
UA000000107397203,1593880792585835,null
UA000000107397260,1593880799422268,null
UA000000107397380,1593880810644587,null
UA000000107397410,1593880813274295,null
UA000000107397438,1593880815619606,null
UA000000107397466,1593880817996579,null
UA000000107397639,1593880837721570,null
UA000000107397786,1593880853396735,null
UA000000107397945,1593880871639660,null
UA000000107398030,1593880882429980,null
UA000000107398054,1593880885036129,null
UA000000107398159,1593880894789579,barberpamela@hotmail.com
UA000000107398159,1593880894789579,null
UA000000107398192,1593880898624295,null
UA000000107398352,1593880916052388,null
UA000000107398573,1593880941184446,null
UA000000107398586,1593880943090177,null
UA000000107398646,1593880949940050,null
UA000000107398724,1593880958466210,null
UA000000107398938,1593880980490516,null
UA000000107398940,1593880980816422,null
UA000000107399085,1593880994816352,null
UA000000107399099,1593880996538259,null
UA000000107399155,1593881002776695,null
UA000000107399266,1593881013048538,null
UA000000107399366,1593881023524284,null
UA000000107399382,1593881025634486,null
UA000000107399443,1593881031622365,null
UA000000107399512,1593881038750295,null
UA000000107399585,1593881046016936,null
UA000000107399615,1593881048406114,null
UA000000107399657,1593881053194466,null
UA000000107399705,1593881056957138,null
UA000000107399775,1593881064264792,null
UA000000107399799,1593881066543981,null
UA000000107399886,1593881076787708,null
UA000000107399960,1593881085864582,null
UA000000107400013,1593881093443053,null
UA000000107345540,1593875054653990,theresahuber@yahoo.com
